,,PeakPeriod,PeakDirection,PeakSpread,SignificantWaveHeight,EnergyPeriod,MeanWavePeriod_Tm01,MeanWavePeriod_Tm02
,,avail,avail,avail,avail,avail,avail,avail
station_id,Date,,,,,,,
Belmullet Wave Buoy Berth A,2012-12-31,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-01-01,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-01-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-10,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-01-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-16,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-01-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-20,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-01-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Belmullet Wave Buoy Berth A,2013-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth A,2013-01-25,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333
Belmullet Wave Buoy Berth A,2013-01-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-28,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-01-29,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-01-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-01-31,83.3333333333,83.3333333333,83.3333333333,83.3333333333,83.3333333333,83.3333333333,83.3333333333
Belmullet Wave Buoy Berth A,2013-02-01,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667
Belmullet Wave Buoy Berth A,2013-02-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-03,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-02-04,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667
Belmullet Wave Buoy Berth A,2013-02-05,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-02-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-15,45.8333333333,45.8333333333,45.8333333333,45.8333333333,45.8333333333,45.8333333333,45.8333333333
Belmullet Wave Buoy Berth A,2013-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth A,2013-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth A,2013-02-18,64.5833333333,64.5833333333,64.5833333333,64.5833333333,64.5833333333,64.5833333333,64.5833333333
Belmullet Wave Buoy Berth A,2013-02-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-02-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-01,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-03-02,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-03-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-07,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-03-08,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667
Belmullet Wave Buoy Berth A,2013-03-09,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667
Belmullet Wave Buoy Berth A,2013-03-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-15,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Belmullet Wave Buoy Berth A,2013-03-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-21,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667
Belmullet Wave Buoy Berth A,2013-03-22,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333
Belmullet Wave Buoy Berth A,2013-03-23,54.1666666667,54.1666666667,54.1666666667,54.1666666667,54.1666666667,54.1666666667,54.1666666667
Belmullet Wave Buoy Berth A,2013-03-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-03-28,87.5,87.5,87.5,87.5,87.5,87.5,87.5
Belmullet Wave Buoy Berth A,2013-03-29,79.1666666667,79.1666666667,79.1666666667,79.1666666667,79.1666666667,79.1666666667,79.1666666667
Belmullet Wave Buoy Berth A,2013-03-30,72.9166666667,72.9166666667,72.9166666667,72.9166666667,72.9166666667,72.9166666667,72.9166666667
Belmullet Wave Buoy Berth A,2013-03-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-06,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333
Belmullet Wave Buoy Berth A,2013-04-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-11,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-04-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-13,77.0833333333,77.0833333333,77.0833333333,77.0833333333,77.0833333333,77.0833333333,77.0833333333
Belmullet Wave Buoy Berth A,2013-04-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-15,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-04-16,81.25,81.25,81.25,81.25,81.25,81.25,81.25
Belmullet Wave Buoy Berth A,2013-04-17,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Belmullet Wave Buoy Berth A,2013-04-18,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-04-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-20,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333
Belmullet Wave Buoy Berth A,2013-04-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-22,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-04-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-28,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-04-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-04-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-02,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-05-03,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667
Belmullet Wave Buoy Berth A,2013-05-04,72.9166666667,72.9166666667,72.9166666667,72.9166666667,72.9166666667,72.9166666667,72.9166666667
Belmullet Wave Buoy Berth A,2013-05-05,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Belmullet Wave Buoy Berth A,2013-05-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-10,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333
Belmullet Wave Buoy Berth A,2013-05-11,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-05-12,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-05-13,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333
Belmullet Wave Buoy Berth A,2013-05-14,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333
Belmullet Wave Buoy Berth A,2013-05-15,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667
Belmullet Wave Buoy Berth A,2013-05-16,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-05-17,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667
Belmullet Wave Buoy Berth A,2013-05-18,87.5,87.5,87.5,87.5,87.5,87.5,87.5
Belmullet Wave Buoy Berth A,2013-05-19,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Belmullet Wave Buoy Berth A,2013-05-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-21,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Belmullet Wave Buoy Berth A,2013-05-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-26,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-05-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-28,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-05-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-05-30,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-05-31,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667
Belmullet Wave Buoy Berth A,2013-06-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-02,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-06-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-04,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-06-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-12,81.25,81.25,81.25,81.25,81.25,81.25,81.25
Belmullet Wave Buoy Berth A,2013-06-13,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333
Belmullet Wave Buoy Berth A,2013-06-14,81.25,81.25,81.25,81.25,81.25,81.25,81.25
Belmullet Wave Buoy Berth A,2013-06-15,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-06-16,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-06-17,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-06-18,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333,89.5833333333
Belmullet Wave Buoy Berth A,2013-06-19,79.1666666667,79.1666666667,79.1666666667,79.1666666667,79.1666666667,79.1666666667,79.1666666667
Belmullet Wave Buoy Berth A,2013-06-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-21,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-06-22,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-06-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-26,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-06-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-06-30,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-07-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-02,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667
Belmullet Wave Buoy Berth A,2013-07-03,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Belmullet Wave Buoy Berth A,2013-07-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-05,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Belmullet Wave Buoy Berth A,2013-07-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-11,81.25,81.25,81.25,81.25,81.25,81.25,81.25
Belmullet Wave Buoy Berth A,2013-07-12,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-07-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-16,83.3333333333,83.3333333333,83.3333333333,83.3333333333,83.3333333333,83.3333333333,83.3333333333
Belmullet Wave Buoy Berth A,2013-07-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-18,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-07-19,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-07-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-22,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-07-23,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-07-24,87.5,87.5,87.5,87.5,87.5,87.5,87.5
Belmullet Wave Buoy Berth A,2013-07-25,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-07-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-07-27,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-07-28,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667
Belmullet Wave Buoy Berth A,2013-07-29,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-07-30,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-07-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-08-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-08-02,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667
Belmullet Wave Buoy Berth A,2013-08-03,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-08-04,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667,85.4166666667
Belmullet Wave Buoy Berth A,2013-08-05,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-08-06,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-08-07,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2013-08-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-08-09,79.1666666667,81.25,81.25,81.25,81.25,81.25,81.25
Belmullet Wave Buoy Berth A,2013-08-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-08-11,77.0833333333,77.0833333333,77.0833333333,77.0833333333,77.0833333333,77.0833333333,77.0833333333
Belmullet Wave Buoy Berth A,2013-08-12,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2013-08-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-08-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-08-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2013-08-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
