,,AtmosphericPressure,WindDirection,WindSpeed,Gust,WaveHeight,WavePeriod,MeanWaveDirection,Hmax,AirTemperature,DewPoint,SeaTemperature,RelativeHumidity
,,avail,avail,avail,avail,avail,avail,avail,avail,avail,avail,avail,avail
station_id,Date,,,,,,,,,,,,
M2,2010-12-02,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-03,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-04,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-05,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-06,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-07,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-08,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-09,100.0,100.0,100.0,95.8333333333,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-10,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-11,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-12,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-13,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-14,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
M2,2010-12-15,58.3333333333,58.3333333333,58.3333333333,58.3333333333,0.0,0.0,0.0,0.0,58.3333333333,0.0,58.3333333333,58.3333333333
M2,2010-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,2011-02-23,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,0.0,70.8333333333,0.0,70.8333333333,70.8333333333
M2,2011-02-24,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,95.8333333333,0.0,95.8333333333,95.8333333333
M2,2011-02-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-02-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-02-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-02-28,100.0,100.0,100.0,100.0,100.0,91.6666666667,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-01,100.0,100.0,100.0,95.8333333333,100.0,8.33333333333,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-02,100.0,100.0,100.0,100.0,100.0,54.1666666667,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-03,100.0,100.0,100.0,100.0,100.0,75.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-04,100.0,100.0,100.0,100.0,100.0,87.5,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-05,100.0,100.0,100.0,95.8333333333,100.0,45.8333333333,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-07,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-08,100.0,100.0,100.0,100.0,100.0,91.6666666667,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-09,100.0,100.0,100.0,100.0,79.1666666667,79.1666666667,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-16,100.0,100.0,100.0,100.0,100.0,58.3333333333,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-17,100.0,100.0,100.0,100.0,100.0,70.8333333333,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-18,100.0,100.0,100.0,79.1666666667,100.0,45.8333333333,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-19,100.0,100.0,100.0,100.0,100.0,54.1666666667,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-21,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,87.5,95.8333333333,0.0,95.8333333333,0.0,95.8333333333,95.8333333333
M2,2011-03-22,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-23,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-24,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,16.6666666667,95.8333333333,0.0,95.8333333333,0.0,95.8333333333,95.8333333333
M2,2011-03-25,87.5,87.5,87.5,87.5,87.5,75.0,87.5,0.0,87.5,0.0,87.5,87.5
M2,2011-03-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-27,100.0,100.0,100.0,100.0,100.0,87.5,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-28,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,29.1666666667,95.8333333333,0.0,95.8333333333,0.0,95.8333333333,95.8333333333
M2,2011-03-29,100.0,100.0,100.0,100.0,100.0,91.6666666667,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-03-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.8333333333,100.0,0.0,100.0,100.0
M2,2011-04-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-07,100.0,100.0,100.0,95.8333333333,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-08,100.0,100.0,100.0,95.8333333333,100.0,100.0,100.0,66.6666666667,100.0,0.0,100.0,100.0
M2,2011-04-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0,45.8333333333,100.0,0.0,100.0,100.0
M2,2011-04-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8.33333333333,100.0,0.0,100.0,100.0
M2,2011-04-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.5,100.0,0.0,100.0,100.0
M2,2011-04-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.1666666667,100.0,0.0,100.0,100.0
M2,2011-04-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,100.0
M2,2011-04-17,87.5,87.5,87.5,87.5,87.5,87.5,87.5,4.16666666667,87.5,0.0,87.5,87.5
M2,2011-04-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-04-19,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,95.8333333333,0.0,95.8333333333,95.8333333333
M2,2011-04-20,100.0,100.0,100.0,87.5,100.0,100.0,100.0,16.6666666667,100.0,0.0,100.0,100.0
M2,2011-04-21,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,12.5,70.8333333333,0.0,70.8333333333,70.8333333333
M2,2011-04-22,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,79.1666666667,95.8333333333,0.0,95.8333333333,95.8333333333
M2,2011-04-23,87.5,87.5,87.5,87.5,87.5,87.5,87.5,75.0,87.5,0.0,87.5,87.5
M2,2011-04-24,100.0,100.0,100.0,91.6666666667,100.0,100.0,100.0,8.33333333333,100.0,0.0,100.0,100.0
M2,2011-04-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.5,100.0,0.0,100.0,100.0
M2,2011-04-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.6666666667,100.0,0.0,100.0,100.0
M2,2011-04-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-04-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-08,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,0.0,95.8333333333,95.8333333333
M2,2011-05-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-25,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,0.0,91.6666666667,91.6666666667
M2,2011-05-26,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,0.0,66.6666666667,66.6666666667
M2,2011-05-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0
M2,2011-06-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
M2,2011-06-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-05,100.0,100.0,95.8333333333,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,100.0
M2,2011-06-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.1666666667,100.0,0.0,100.0,100.0
M2,2011-06-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.5,100.0,0.0,100.0,100.0
M2,2011-06-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-06-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.6666666667,100.0,0.0,100.0,100.0
M2,2011-06-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.5,100.0,0.0,100.0,100.0
M2,2011-06-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.5,100.0,0.0,100.0,100.0
M2,2011-07-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,100.0
M2,2011-07-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4.16666666667,100.0,0.0,100.0,100.0
M2,2011-07-03,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,70.8333333333,8.33333333333,70.8333333333,0.0,70.8333333333,70.8333333333
M2,2011-07-04,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,20.8333333333,95.8333333333,0.0,95.8333333333,95.8333333333
M2,2011-07-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-07-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-07-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-07-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-07-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-07-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.5,100.0,0.0,100.0,100.0
M2,2011-07-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.1666666667,100.0,0.0,100.0,100.0
M2,2011-07-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.8333333333,100.0,0.0,100.0,100.0
M2,2011-07-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.5,100.0,0.0,100.0,100.0
M2,2011-07-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8.33333333333,100.0,0.0,100.0,100.0
M2,2011-07-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.1666666667,100.0,0.0,100.0,100.0
M2,2011-07-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-07-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
M2,2011-07-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0
